id,name,tag,url,rank,tier,ranked_rating,damage_per_round,kd_ratio,headshot_percent,win_percent,wins,kast,dd_per_round,kills,deaths,assists,acs,kad_ratio,kills_per_round,first_bloods,flawless_rounds,aces
701,Snark,#RFRMD,https://tracker.gg/valorant/profile/riot/Snark%23RFRMD/overview,741,Immortal,357,137.2,1.0,0.297,0.497,88.0,0.713,3.0,2703.0,2714.0,732.0,205.8,1.27,0.7,413.0,124.0,3.0
702,kook,#7023,https://tracker.gg/valorant/profile/riot/kook%237023/overview,742,Immortal,357,163.8,1.17,0.314,0.5529999999999999,109.0,0.722,24.0,3722.0,3179.0,715.0,249.7,1.4,0.9,690.0,169.0,9.0
703,kel,#444,https://tracker.gg/valorant/profile/riot/kel%23444/overview,743,Immortal,356,151.5,1.09,0.353,0.479,35.0,0.696,8.0,1257.0,1158.0,322.0,227.1,1.36,0.8,175.0,55.0,2.0
704,kev,#jen,https://tracker.gg/valorant/profile/riot/kev%23jen/overview,744,Immortal,356,150.1,1.05,0.357,0.507,104.0,0.716,6.0,3447.0,3278.0,968.0,224.0,1.35,0.8,493.0,128.0,3.0
705,GeneralSteak,#Meat,https://tracker.gg/valorant/profile/riot/GeneralSteak%23Meat/overview,745,Immortal,355,126.4,0.91,0.396,0.531,76.0,0.711,-8.0,2017.0,2216.0,965.0,186.6,1.35,0.7,219.0,114.0,4.0
706,UNH mank,#soap,https://tracker.gg/valorant/profile/riot/UNH%20mank%23soap/overview,746,Immortal,355,131.5,1.01,0.324,0.5479999999999999,91.0,0.728,3.0,2472.0,2436.0,1090.0,195.7,1.46,0.7,233.0,116.0,3.0
707,koldqt,#808,https://tracker.gg/valorant/profile/riot/koldqt%23808/overview,747,Immortal,355,150.9,1.06,0.239,0.6629999999999999,61.0,0.732,11.0,1523.0,1442.0,601.0,226.6,1.47,0.8,243.0,93.0,3.0
708,BPC kaps,#dprsn,https://tracker.gg/valorant/profile/riot/BPC%20kaps%23dprsn/overview,748,Immortal,354,132.3,0.94,0.352,0.434,33.0,0.711,-0.0,1128.0,1196.0,544.0,199.0,1.4,0.7,108.0,57.0,1.0
709,tora,#ayj,https://tracker.gg/valorant/profile/riot/tora%23ayj/overview,749,Immortal,354,161.2,1.06,0.286,0.483,70.0,0.7040000000000001,17.0,2445.0,2305.0,708.0,242.2,1.37,0.8,416.0,111.0,7.0
710,xav,#caca,https://tracker.gg/valorant/profile/riot/xav%23caca/overview,750,Immortal,354,142.0,1.11,0.25,0.662,104.0,0.732,12.0,2391.0,2157.0,888.0,214.7,1.52,0.8,299.0,169.0,3.0
711,LetsWinThisSheet,#saucy,https://tracker.gg/valorant/profile/riot/LetsWinThisSheet%23saucy/overview,751,Immortal,353,165.9,1.1,0.34,0.455,45.0,0.7,15.0,1786.0,1624.0,431.0,249.0,1.37,0.9,330.0,77.0,4.0
712,rogue,#aim,https://tracker.gg/valorant/profile/riot/rogue%23aim/overview,752,Immortal,353,166.9,1.26,0.36,0.479,57.0,0.73,27.0,2421.0,1928.0,396.0,254.1,1.46,0.9,339.0,101.0,6.0
713,Lumizzy,#lol,https://tracker.gg/valorant/profile/riot/Lumizzy%23lol/overview,753,Immortal,352,162.6,1.18,0.276,0.585,31.0,0.731,14.0,1005.0,850.0,234.0,248.8,1.46,0.9,182.0,49.0,3.0
714,Loumac,#main,https://tracker.gg/valorant/profile/riot/Loumac%23main/overview,754,Immortal,352,154.0,1.05,0.235,0.449,96.0,0.691,2.0,3612.0,3452.0,899.0,233.8,1.31,0.8,628.0,141.0,2.0
715,Sushie,#cris,https://tracker.gg/valorant/profile/riot/Sushie%23cris/overview,755,Immortal,351,143.6,1.05,0.273,0.434,59.0,0.72,8.0,2079.0,1987.0,674.0,216.5,1.39,0.8,323.0,89.0,3.0
716,Chifaru,#TFT,https://tracker.gg/valorant/profile/riot/Chifaru%23TFT/overview,756,Immortal,351,160.3,1.1,0.321,0.562,36.0,0.716,15.0,1160.0,1050.0,262.0,245.0,1.35,0.9,224.0,47.0,1.0
717,LEV C0M,#512,https://tracker.gg/valorant/profile/riot/LEV%20C0M%23512/overview,757,Immortal,351,145.0,1.1,0.298,0.505,52.0,0.718,11.0,1722.0,1568.0,751.0,219.4,1.58,0.8,201.0,82.0,3.0
718,ZunRii,#8888,https://tracker.gg/valorant/profile/riot/ZunRii%238888/overview,758,Immortal,350,143.2,1.05,0.341,0.422,35.0,0.7240000000000001,7.0,1395.0,1327.0,554.0,216.4,1.47,0.8,161.0,53.0,0.0
719,is that PROZ,#Live,https://tracker.gg/valorant/profile/riot/is%20that%20PROZ%23Live/overview,759,Immortal,350,149.6,1.1,0.2289999999999999,0.497,85.0,0.708,7.0,2996.0,2730.0,801.0,236.1,1.39,0.8,540.0,126.0,6.0
720,twitch jakobe,#5253,https://tracker.gg/valorant/profile/riot/twitch%20jakobe%235253/overview,760,Immortal,350,153.9,1.11,0.283,0.52,78.0,0.695,15.0,2585.0,2337.0,578.0,235.0,1.35,0.8,479.0,116.0,6.0
721,puffle,#god,https://tracker.gg/valorant/profile/riot/puffle%23god/overview,761,Immortal,350,159.5,1.29,0.363,0.7020000000000001,40.0,0.7440000000000001,24.0,1092.0,847.0,229.0,247.1,1.56,0.9,189.0,52.0,5.0
722,infin8,#1of1,https://tracker.gg/valorant/profile/riot/infin8%231of1/overview,762,Immortal,350,146.4,1.19,0.255,0.544,118.0,0.741,18.0,3529.0,2958.0,1164.0,219.8,1.59,0.8,364.0,179.0,5.0
723,TnecserC,#Hades,https://tracker.gg/valorant/profile/riot/TnecserC%23Hades/overview,763,Immortal,349,127.6,0.91,0.29,0.4579999999999999,33.0,0.667,-15.0,1073.0,1181.0,267.0,197.5,1.13,0.7,156.0,54.0,2.0
724,contii,#KEKW,https://tracker.gg/valorant/profile/riot/contii%23KEKW/overview,764,Immortal,349,129.2,0.97,0.196,0.4529999999999999,48.0,0.7140000000000001,-6.0,1528.0,1582.0,635.0,199.7,1.37,0.7,155.0,73.0,3.0
725,Kmlord,#A2J4K,https://tracker.gg/valorant/profile/riot/Kmlord%23A2J4K/overview,765,Immortal,349,127.8,0.93,0.284,0.496,64.0,0.713,-6.0,1733.0,1871.0,810.0,191.2,1.36,0.7,148.0,86.0,3.0
726,Soshi,#305,https://tracker.gg/valorant/profile/riot/Soshi%23305/overview,767,Immortal,349,135.5,0.96,0.221,0.489,226.0,0.6970000000000001,4.0,6631.0,6921.0,2570.0,198.2,1.33,0.7,1001.0,386.0,9.0
727,rowancy,#tweet,https://tracker.gg/valorant/profile/riot/rowancy%23tweet/overview,769,Immortal,348,140.0,0.96,0.287,0.473,35.0,0.682,-4.0,1177.0,1230.0,378.0,209.5,1.26,0.7,185.0,55.0,4.0
728,LFT Borkel,#LFT,https://tracker.gg/valorant/profile/riot/LFT%20Borkel%23LFT/overview,770,Immortal,348,134.8,1.01,0.231,0.539,124.0,0.726,0.0,3437.0,3394.0,1337.0,205.4,1.41,0.7,449.0,152.0,4.0
729,A77,#ttp,https://tracker.gg/valorant/profile/riot/A77%23ttp/overview,771,Immortal,347,139.6,1.09,0.282,0.4029999999999999,31.0,0.741,10.0,1219.0,1117.0,487.0,211.6,1.53,0.7,95.0,64.0,0.0
730,lotte,#jack,https://tracker.gg/valorant/profile/riot/lotte%23jack/overview,772,Immortal,347,147.7,1.12,0.285,0.488,40.0,0.71,13.0,1290.0,1147.0,300.0,221.8,1.39,0.8,180.0,76.0,2.0
731,M80 Maybenoob,#kevin,https://tracker.gg/valorant/profile/riot/M80%20Maybenoob%23kevin/overview,773,Immortal,347,134.6,0.97,0.241,0.532,58.0,0.735,-3.0,1610.0,1665.0,772.0,203.7,1.43,0.7,175.0,79.0,2.0
732,Joey,#icy,https://tracker.gg/valorant/profile/riot/Joey%23icy/overview,774,Immortal,347,143.7,1.06,0.2339999999999999,0.504,71.0,0.735,7.0,2347.0,2221.0,913.0,221.0,1.47,0.8,292.0,105.0,4.0
733,Amanda,#arab,https://tracker.gg/valorant/profile/riot/Amanda%23arab/overview,775,Immortal,347,117.2,0.83,0.294,0.5870000000000001,172.0,0.6890000000000001,-18.0,3739.0,4506.0,1696.0,174.5,1.21,0.6,436.0,235.0,2.0
734,i love jen,#82422,https://tracker.gg/valorant/profile/riot/i%20love%20jen%2382422/overview,777,Immortal,346,145.0,1.13,0.318,0.598,58.0,0.727,12.0,1601.0,1413.0,494.0,218.9,1.48,0.8,195.0,79.0,2.0
735,NAH ID WIN,#noni,https://tracker.gg/valorant/profile/riot/NAH%20ID%20WIN%23noni/overview,778,Immortal,345,137.2,0.94,0.265,0.439,36.0,0.701,-7.0,1246.0,1322.0,341.0,206.3,1.2,0.7,197.0,46.0,1.0
736,visionvilly,#jules,https://tracker.gg/valorant/profile/riot/visionvilly%23jules/overview,779,Immortal,345,144.6,1.08,0.35,0.53,35.0,0.7240000000000001,7.0,1074.0,995.0,349.0,220.7,1.43,0.8,129.0,58.0,3.0
737,402 OPP STOPPA,#pooki,https://tracker.gg/valorant/profile/riot/402%20OPP%20STOPPA%23pooki/overview,780,Immortal,345,143.4,0.98,0.2239999999999999,0.484,76.0,0.7190000000000001,2.0,2531.0,2579.0,1002.0,218.3,1.37,0.7,392.0,121.0,4.0
738,yung,#stew,https://tracker.gg/valorant/profile/riot/yung%23stew/overview,781,Immortal,345,178.4,1.41,0.342,0.7040000000000001,100.0,0.7609999999999999,45.0,2878.0,2046.0,678.0,276.0,1.74,1.0,521.0,124.0,17.0
739,YFP Jonaaa6,#april,https://tracker.gg/valorant/profile/riot/YFP%20Jonaaa6%23april/overview,782,Immortal,344,144.7,1.11,0.283,0.472,34.0,0.741,16.0,1152.0,1038.0,419.0,219.3,1.51,0.8,137.0,48.0,4.0
740,7urg,#nbb,https://tracker.gg/valorant/profile/riot/7urg%23nbb/overview,783,Immortal,344,131.3,0.95,0.337,0.455,50.0,0.6829999999999999,-8.0,1605.0,1695.0,436.0,196.9,1.2,0.7,192.0,82.0,1.0
741,mkc,#613,https://tracker.gg/valorant/profile/riot/mkc%23613/overview,784,Immortal,344,142.7,1.06,0.32,0.475,105.0,0.721,8.0,3550.0,3343.0,1190.0,216.7,1.42,0.8,433.0,184.0,3.0
742,Ventura,#8155,https://tracker.gg/valorant/profile/riot/Ventura%238155/overview,785,Immortal,344,153.3,1.17,0.363,0.522,121.0,0.7190000000000001,16.0,4157.0,3565.0,785.0,237.8,1.39,0.8,696.0,187.0,7.0
743,hyjinx,#1337,https://tracker.gg/valorant/profile/riot/hyjinx%231337/overview,786,Immortal,344,143.8,1.06,0.295,0.583,88.0,0.7490000000000001,7.0,2413.0,2277.0,919.0,219.6,1.46,0.8,313.0,131.0,3.0
744,REVERSEFLASH,#BIAF,https://tracker.gg/valorant/profile/riot/REVERSEFLASH%23BIAF/overview,787,Immortal,344,173.7,1.12,0.244,0.616,207.0,0.71,23.0,6165.0,5526.0,1426.0,261.1,1.37,0.9,1239.0,232.0,24.0
745,UCLA ducq,#smoph,https://tracker.gg/valorant/profile/riot/UCLA%20ducq%23smoph/overview,788,Immortal,343,158.9,1.29,0.327,0.497,91.0,0.745,32.0,3370.0,2605.0,856.0,235.5,1.62,0.9,286.0,148.0,10.0
746,script,#viv,https://tracker.gg/valorant/profile/riot/script%23viv/overview,789,Immortal,343,138.2,1.02,0.257,0.594,60.0,0.7240000000000001,4.0,1596.0,1569.0,542.0,206.1,1.36,0.7,192.0,81.0,4.0
747,BilGoat,#yami,https://tracker.gg/valorant/profile/riot/BilGoat%23yami/overview,790,Immortal,342,144.7,1.11,0.351,0.612,82.0,0.746,18.0,2124.0,1906.0,684.0,208.7,1.47,0.8,169.0,128.0,4.0
748,khs,#unagi,https://tracker.gg/valorant/profile/riot/khs%23unagi/overview,791,Immortal,341,148.3,1.02,0.312,0.417,45.0,0.695,3.0,1831.0,1788.0,475.0,224.4,1.29,0.8,283.0,67.0,2.0
749,Riversan,#805,https://tracker.gg/valorant/profile/riot/Riversan%23805/overview,792,Immortal,341,132.6,0.95,0.314,0.51,49.0,0.703,-3.0,1373.0,1441.0,597.0,195.9,1.37,0.7,205.0,82.0,1.0
750,Poison,#7237,https://tracker.gg/valorant/profile/riot/Poison%237237/overview,793,Immortal,341,144.5,1.01,0.244,0.521,110.0,0.711,4.0,3316.0,3291.0,990.0,218.2,1.31,0.8,570.0,159.0,5.0
751,Elab0rate,#t4t,https://tracker.gg/valorant/profile/riot/Elab0rate%23t4t/overview,794,Immortal,341,136.1,1.02,0.2769999999999999,0.588,40.0,0.674,7.0,1027.0,1006.0,277.0,200.9,1.3,0.7,144.0,53.0,0.0
752,ghost,#mari,https://tracker.gg/valorant/profile/riot/ghost%23mari/overview,795,Immortal,341,127.0,0.94,0.288,0.48,98.0,0.7,-9.0,2923.0,3123.0,908.0,191.1,1.23,0.7,365.0,139.0,6.0
753,meow gizmoh,#bebe,https://tracker.gg/valorant/profile/riot/meow%20gizmoh%23bebe/overview,796,Immortal,341,149.8,1.08,0.299,0.547,87.0,0.705,10.0,2736.0,2523.0,755.0,229.3,1.38,0.8,414.0,140.0,7.0
754,zarak,#zzz,https://tracker.gg/valorant/profile/riot/zarak%23zzz/overview,798,Immortal,340,148.8,1.04,0.252,0.49,48.0,0.715,7.0,1601.0,1539.0,391.0,222.9,1.29,0.8,245.0,82.0,3.0
755,CVU Puffin,#Kaywa,https://tracker.gg/valorant/profile/riot/CVU%20Puffin%23Kaywa/overview,799,Immortal,340,123.8,1.01,0.262,0.618,42.0,0.723,-4.0,955.0,948.0,350.0,186.9,1.38,0.7,90.0,52.0,0.0
756,Fonseca,#2424,https://tracker.gg/valorant/profile/riot/Fonseca%232424/overview,800,Immortal,340,156.8,1.08,0.319,0.655,57.0,0.69,16.0,1523.0,1406.0,357.0,233.7,1.34,0.8,294.0,67.0,5.0
757,Cowpie867,#NA1,https://tracker.gg/valorant/profile/riot/Cowpie867%23NA1/overview,801,Immortal,339,143.2,1.05,0.284,0.569,33.0,0.7040000000000001,11.0,883.0,837.0,326.0,217.6,1.44,0.8,124.0,45.0,1.0
758,LaMb,#1009,https://tracker.gg/valorant/profile/riot/LaMb%231009/overview,802,Immortal,339,145.6,1.01,0.196,0.386,68.0,0.706,6.0,2810.0,2782.0,1128.0,220.5,1.42,0.7,342.0,131.0,5.0
759,HyperDuck,#quack,https://tracker.gg/valorant/profile/riot/HyperDuck%23quack/overview,803,Immortal,339,124.9,0.92,0.287,0.525,64.0,0.716,-5.0,1589.0,1723.0,660.0,184.8,1.31,0.6,188.0,100.0,2.0
760,Miro,#virg,https://tracker.gg/valorant/profile/riot/Miro%23virg/overview,804,Immortal,339,128.1,0.95,0.216,0.483,138.0,0.742,-5.0,4051.0,4263.0,2340.0,196.0,1.5,0.7,342.0,237.0,6.0
761,Jayymilz,#grip,https://tracker.gg/valorant/profile/riot/Jayymilz%23grip/overview,806,Immortal,338,124.1,0.96,0.303,0.5379999999999999,42.0,0.728,-6.0,1108.0,1157.0,577.0,188.8,1.46,0.7,106.0,61.0,2.0
762,UNOHANA,#gigi,https://tracker.gg/valorant/profile/riot/UNOHANA%23gigi/overview,807,Immortal,338,155.4,1.19,0.183,0.5760000000000001,72.0,0.769,23.0,2125.0,1791.0,971.0,235.8,1.73,0.8,182.0,102.0,1.0
763,WU Jerk,#irene,https://tracker.gg/valorant/profile/riot/WU%20Jerk%23irene/overview,808,Immortal,338,143.2,1.06,0.2019999999999999,0.485,79.0,0.72,9.0,2531.0,2390.0,791.0,215.1,1.39,0.7,292.0,121.0,1.0
764,TTV KAYGOFPS,#LIVE,https://tracker.gg/valorant/profile/riot/TTV%20KAYGOFPS%23LIVE/overview,809,Immortal,338,149.6,1.09,0.318,0.445,167.0,0.7090000000000001,8.0,6466.0,5922.0,1572.0,224.1,1.36,0.8,966.0,277.0,14.0
765,MVKV,#chef,https://tracker.gg/valorant/profile/riot/MVKV%23chef/overview,810,Immortal,338,131.9,0.96,0.268,0.506,78.0,0.7140000000000001,-2.0,2238.0,2343.0,1077.0,200.0,1.41,0.7,276.0,141.0,3.0
766,POOLFLOATY,#SMOKE,https://tracker.gg/valorant/profile/riot/POOLFLOATY%23SMOKE/overview,811,Immortal,337,145.3,1.0,0.2789999999999999,0.494,43.0,0.7290000000000001,6.0,1375.0,1376.0,608.0,219.4,1.44,0.7,237.0,56.0,2.0
767,vuzxx,#0000,https://tracker.gg/valorant/profile/riot/vuzxx%230000/overview,812,Immortal,337,163.2,1.2,0.276,0.603,138.0,0.731,23.0,4048.0,3372.0,1012.0,250.5,1.5,0.9,649.0,212.0,11.0
768,Twitch itssDark,#elias,https://tracker.gg/valorant/profile/riot/Twitch%20itssDark%23elias/overview,813,Immortal,337,143.7,1.02,0.33,0.51,195.0,0.7,-1.0,6234.0,6121.0,1499.0,219.7,1.26,0.8,1052.0,293.0,4.0
769,kar,#zzzzz,https://tracker.gg/valorant/profile/riot/kar%23zzzzz/overview,814,Immortal,337,112.7,0.86,0.283,0.524,152.0,0.722,-15.0,3590.0,4181.0,1808.0,168.6,1.29,0.6,266.0,224.0,3.0
770,cuz,#mpdt,https://tracker.gg/valorant/profile/riot/cuz%23mpdt/overview,815,Immortal,335,169.3,1.23,0.296,0.667,28.0,0.75,32.0,830.0,673.0,196.0,249.8,1.52,0.9,138.0,49.0,1.0
771,Gloriousgoat,#LOL,https://tracker.gg/valorant/profile/riot/Gloriousgoat%23LOL/overview,817,Immortal,335,155.4,1.07,0.183,0.5820000000000001,89.0,0.762,12.0,2555.0,2379.0,1123.0,234.3,1.55,0.8,323.0,109.0,3.0
772,Lucci,#010,https://tracker.gg/valorant/profile/riot/Lucci%23010/overview,818,Immortal,334,128.7,0.95,0.267,0.515,123.0,0.722,-6.0,3431.0,3621.0,1629.0,194.7,1.4,0.7,310.0,209.0,4.0
773,Window,#phntm,https://tracker.gg/valorant/profile/riot/Window%23phntm/overview,819,Immortal,333,136.6,1.05,0.294,0.513,99.0,0.732,3.0,3055.0,2905.0,1414.0,209.1,1.54,0.7,295.0,156.0,6.0
774,Goldmannn,#LFT,https://tracker.gg/valorant/profile/riot/Goldmannn%23LFT/overview,820,Immortal,332,130.9,0.91,0.247,0.429,39.0,0.7,-4.0,1290.0,1410.0,528.0,198.1,1.29,0.7,212.0,59.0,2.0
775,mango,#20424,https://tracker.gg/valorant/profile/riot/mango%2320424/overview,821,Immortal,332,149.7,1.06,0.3379999999999999,0.451,46.0,0.7040000000000001,9.0,1689.0,1589.0,459.0,222.8,1.35,0.8,281.0,75.0,3.0
776,mustahed,#hehe,https://tracker.gg/valorant/profile/riot/mustahed%23hehe/overview,822,Immortal,332,140.7,0.99,0.257,0.64,105.0,0.6990000000000001,0.0,2533.0,2554.0,935.0,216.6,1.36,0.7,439.0,132.0,5.0
777,Koto,#FoG,https://tracker.gg/valorant/profile/riot/Koto%23FoG/overview,823,Immortal,331,151.5,1.04,0.305,0.493,35.0,0.72,11.0,1201.0,1153.0,340.0,226.1,1.34,0.8,208.0,55.0,3.0
778,GCU Nater,#0514,https://tracker.gg/valorant/profile/riot/GCU%20Nater%230514/overview,824,Immortal,331,153.2,1.13,0.278,0.551,49.0,0.718,17.0,1517.0,1342.0,386.0,229.3,1.42,0.8,243.0,109.0,4.0
779,Daimyo,#86th,https://tracker.gg/valorant/profile/riot/Daimyo%2386th/overview,825,Immortal,331,131.5,0.89,0.302,0.475,58.0,0.7070000000000001,-10.0,1783.0,1994.0,869.0,200.1,1.33,0.7,235.0,97.0,3.0
780,SHU PERCALODON,#Noble,https://tracker.gg/valorant/profile/riot/SHU%20PERCALODON%23Noble/overview,826,Immortal,331,135.2,0.99,0.286,0.536,128.0,0.7120000000000001,-0.0,3673.0,3696.0,1335.0,203.6,1.35,0.7,417.0,174.0,3.0
781,lexareon,#8470,https://tracker.gg/valorant/profile/riot/lexareon%238470/overview,827,Immortal,330,64.5,0.44,0.122,0.581,61.0,0.609,-64.0,664.0,1512.0,386.0,91.9,0.69,0.3,66.0,85.0,0.0
782,Stray,#Pure,https://tracker.gg/valorant/profile/riot/Stray%23Pure/overview,828,Immortal,330,165.4,1.11,0.331,0.477,83.0,0.7,19.0,3181.0,2878.0,640.0,252.1,1.33,0.9,678.0,121.0,4.0
783,Asiong Salonga,#PESO,https://tracker.gg/valorant/profile/riot/Asiong%20Salonga%23PESO/overview,829,Immortal,330,135.1,1.03,0.356,0.586,102.0,0.738,5.0,2661.0,2581.0,1151.0,200.5,1.48,0.7,257.0,172.0,2.0
784,SHEEP,#bob,https://tracker.gg/valorant/profile/riot/SHEEP%23bob/overview,830,Immortal,329,131.8,1.04,0.319,0.48,36.0,0.752,7.0,1071.0,1031.0,548.0,196.4,1.57,0.7,68.0,45.0,1.0
785,SPIRE Tidal,#coach,https://tracker.gg/valorant/profile/riot/SPIRE%20Tidal%23coach/overview,831,Immortal,329,138.8,1.06,0.282,0.5479999999999999,115.0,0.733,9.0,3283.0,3086.0,1403.0,208.7,1.52,0.7,333.0,142.0,4.0
786,pancho,#bangs,https://tracker.gg/valorant/profile/riot/pancho%23bangs/overview,832,Immortal,329,142.3,1.04,0.271,0.511,115.0,0.71,7.0,3535.0,3395.0,1361.0,214.3,1.44,0.7,426.0,194.0,5.0
787,Jaytist,#Washd,https://tracker.gg/valorant/profile/riot/Jaytist%23Washd/overview,833,Immortal,329,152.5,1.29,0.263,0.625,85.0,0.76,30.0,2274.0,1761.0,665.0,230.8,1.67,0.8,341.0,135.0,4.0
788,Whardox,#hehe,https://tracker.gg/valorant/profile/riot/Whardox%23hehe/overview,834,Immortal,329,131.0,0.98,0.2269999999999999,0.585,72.0,0.7190000000000001,-1.0,1734.0,1771.0,860.0,199.3,1.46,0.7,226.0,96.0,2.0
789,kiz,#zero,https://tracker.gg/valorant/profile/riot/kiz%23zero/overview,835,Immortal,328,135.6,0.97,0.327,0.432,57.0,0.708,-2.0,1968.0,2019.0,751.0,201.5,1.35,0.7,204.0,93.0,3.0
790,kon,#XXII,https://tracker.gg/valorant/profile/riot/kon%23XXII/overview,836,Immortal,328,147.9,1.09,0.28,0.511,48.0,0.73,14.0,1538.0,1412.0,506.0,217.9,1.45,0.8,152.0,73.0,3.0
791,0  ,#exe,https://tracker.gg/valorant/profile/riot/0%20%20%23exe/overview,837,Immortal,328,161.5,1.14,0.373,0.609,39.0,0.725,16.0,1151.0,1014.0,255.0,243.9,1.39,0.8,193.0,61.0,1.0
792,imai2,#kovak,https://tracker.gg/valorant/profile/riot/imai2%23kovak/overview,838,Immortal,328,162.6,1.11,0.35,0.5539999999999999,118.0,0.684,13.0,3977.0,3594.0,707.0,251.2,1.3,0.9,1102.0,182.0,6.0
793,Cezora,#0001,https://tracker.gg/valorant/profile/riot/Cezora%230001/overview,839,Immortal,328,149.1,1.11,0.351,0.62,57.0,0.7170000000000001,10.0,1569.0,1410.0,257.0,228.6,1.3,0.8,288.0,73.0,3.0
794,Pipemyass Trusty,#niss,https://tracker.gg/valorant/profile/riot/Pipemyass%20Trusty%23niss/overview,840,Immortal,328,142.8,1.14,0.282,0.517,138.0,0.74,15.0,4266.0,3744.0,1512.0,213.2,1.54,0.8,445.0,243.0,4.0
795,Cyrix,#fps,https://tracker.gg/valorant/profile/riot/Cyrix%23fps/overview,842,Immortal,327,152.2,1.07,0.3339999999999999,0.604,58.0,0.696,-6.0,1657.0,1549.0,399.0,235.1,1.33,0.8,402.0,86.0,4.0
796,cutecapybara69,#cute,https://tracker.gg/valorant/profile/riot/cutecapybara69%23cute/overview,843,Immortal,327,163.5,1.12,0.134,0.475,75.0,0.725,23.0,2691.0,2393.0,882.0,243.5,1.49,0.8,371.0,113.0,9.0
797,6ixw1nner,#6ix,https://tracker.gg/valorant/profile/riot/6ixw1nner%236ix/overview,844,Immortal,327,150.1,1.04,0.2769999999999999,0.501,264.0,0.7020000000000001,4.0,8833.0,8531.0,2583.0,226.8,1.34,0.8,1347.0,353.0,22.0
798,twitch harvoon,#cindy,https://tracker.gg/valorant/profile/riot/twitch%20harvoon%23cindy/overview,845,Immortal,326,139.6,0.97,0.301,0.556,35.0,0.6940000000000001,-6.0,1026.0,1056.0,298.0,217.2,1.25,0.7,178.0,54.0,1.0
799,CLOUDEY,#FRKY,https://tracker.gg/valorant/profile/riot/CLOUDEY%23FRKY/overview,846,Immortal,326,142.3,1.07,0.242,0.5,92.0,0.746,9.0,2936.0,2732.0,1499.0,214.2,1.62,0.7,274.0,147.0,3.0
800,sieon,#dumpy,https://tracker.gg/valorant/profile/riot/sieon%23dumpy/overview,847,Immortal,326,144.7,1.06,0.268,0.5429999999999999,119.0,0.735,4.0,3624.0,3432.0,1117.0,218.8,1.38,0.8,445.0,193.0,5.0
801,Envy,#thug,https://tracker.gg/valorant/profile/riot/Envy%23thug/overview,848,Immortal,326,145.0,0.97,0.3,0.489,109.0,0.6940000000000001,-4.0,3591.0,3686.0,1053.0,222.8,1.26,0.8,555.0,151.0,12.0
802,ææ¯å®,#hae,https://tracker.gg/valorant/profile/riot/%E6%88%90%E6%8C%AF%E5%AE%87%23hae/overview,849,Immortal,325,200.2,1.69,0.314,0.65,26.0,0.7809999999999999,75.0,953.0,563.0,152.0,300.6,1.96,1.1,149.0,53.0,3.0
803,TR1,#TRICK,https://tracker.gg/valorant/profile/riot/TR1%23TRICK/overview,850,Immortal,325,136.2,1.0,0.239,0.473,35.0,0.71,4.0,1119.0,1116.0,410.0,205.2,1.37,0.7,134.0,46.0,1.0
804,Pengy,#617,https://tracker.gg/valorant/profile/riot/Pengy%23617/overview,851,Immortal,325,148.8,1.16,0.302,0.5770000000000001,30.0,0.746,21.0,862.0,743.0,256.0,222.1,1.5,0.8,105.0,47.0,2.0
805,glizzwald,#mxwn,https://tracker.gg/valorant/profile/riot/glizzwald%23mxwn/overview,852,Immortal,325,135.5,0.97,0.324,0.457,107.0,0.685,-4.0,3529.0,3634.0,962.0,203.5,1.24,0.7,584.0,185.0,6.0
806,Yzn,#Nikki,https://tracker.gg/valorant/profile/riot/Yzn%23Nikki/overview,853,Immortal,325,136.8,1.06,0.258,0.5,85.0,0.7070000000000001,5.0,2721.0,2567.0,579.0,207.5,1.29,0.7,448.0,131.0,0.0
807,YeaitsKeo,#bev,https://tracker.gg/valorant/profile/riot/YeaitsKeo%23bev/overview,854,Immortal,325,128.6,0.97,0.32,0.512,85.0,0.6970000000000001,-6.0,2416.0,2480.0,744.0,194.9,1.27,0.7,282.0,124.0,3.0
808,brvndon,#lexyy,https://tracker.gg/valorant/profile/riot/brvndon%23lexyy/overview,855,Immortal,324,153.1,1.07,0.297,0.462,72.0,0.7,10.0,2682.0,2501.0,576.0,231.4,1.3,0.8,449.0,115.0,11.0
809,bong bong,#woof,https://tracker.gg/valorant/profile/riot/bong%20bong%23woof/overview,856,Immortal,323,148.4,1.03,0.312,0.4679999999999999,58.0,0.705,9.0,2024.0,1964.0,625.0,218.1,1.35,0.8,357.0,82.0,6.0
810,C9 LFT xevajappi,#emmy,https://tracker.gg/valorant/profile/riot/C9%20LFT%20xevajappi%23emmy/overview,857,Immortal,323,134.8,1.06,0.254,0.5710000000000001,68.0,0.736,6.0,1812.0,1707.0,719.0,205.7,1.48,0.7,220.0,107.0,2.0
811,WKU Ziehm,#Zeem,https://tracker.gg/valorant/profile/riot/WKU%20Ziehm%23Zeem/overview,858,Immortal,323,153.9,1.11,0.236,0.485,66.0,0.701,13.0,2396.0,2168.0,584.0,234.2,1.37,0.8,338.0,108.0,2.0
812,Dandojo,#loser,https://tracker.gg/valorant/profile/riot/Dandojo%23loser/overview,859,Immortal,323,139.9,1.07,0.312,0.529,137.0,0.743,8.0,3966.0,3703.0,1440.0,208.2,1.46,0.7,380.0,207.0,7.0
